,file,frequency_in_commits
897,Cluster.java,37
898,Configurable.java,5
899,Deserializer.java,14
900,KafkaException.java,4
901,Metric.java,8
902,Node.java,16
903,PartitionInfo.java,15
904,Serializer.java,15
905,StringSerialization.java,2
906,TopicPartition.java,9
907,AbstractConfig.java,59
908,ConfigDef.java,72
909,ConfigException.java,4
910,ApiException.java,5
911,CorruptMessageException.java,1
912,LeaderNotAvailableException.java,6
913,MessageTooLargeException.java,2
914,NetworkException.java,5
915,NotLeaderForPartitionException.java,7
916,OffsetMetadataTooLarge.java,6
917,OffsetOutOfRangeException.java,11
918,RetryableException.java,4
919,TimeoutException.java,5
920,UnknownServerException.java,5
921,UnknownTopicOrPartitionException.java,7
922,CompoundStat.java,6
923,JmxReporter.java,25
924,KafkaMetric.java,14
925,Measurable.java,7
926,MeasurableStat.java,5
927,MetricConfig.java,9
928,Metrics.java,39
929,MetricsReporter.java,11
930,Quota.java,8
931,QuotaViolationException.java,8
932,Sensor.java,35
933,Stat.java,7
934,Avg.java,9
935,Count.java,11
936,Histogram.java,12
937,Max.java,8
938,Min.java,9
939,Percentile.java,5
940,Percentiles.java,16
941,Rate.java,17
942,SampledStat.java,12
943,Total.java,8
944,ByteBufferReceive.java,8
945,ByteBufferSend.java,17
946,NetworkReceive.java,13
947,NetworkSend.java,10
948,Receive.java,7
949,Selectable.java,17
950,Selector.java,97
951,Send.java,11
952,ApiKeys.java,116
953,Errors.java,116
954,ProtoUtils.java,14
955,Protocol.java,75
956,ArrayOf.java,10
957,Field.java,20
958,Schema.java,26
959,SchemaException.java,6
960,Struct.java,52
961,Type.java,29
962,CompressionType.java,23
963,InvalidRecordException.java,8
964,LogEntry.java,7
965,MemoryRecords.java,69
966,Record.java,29
967,Records.java,18
968,RequestHeader.java,25
969,RequestSend.java,7
970,ResponseHeader.java,13
971,AbstractIterator.java,5
972,CopyOnWriteMap.java,5
973,KafkaThread.java,8
974,SystemTime.java,11
975,Time.java,14
976,Utils.java,121
977,SelectorTest.java,62
978,BufferPoolTest.java,33
979,MetadataTest.java,52
980,MockProducerTest.java,31
981,RecordAccumulatorTest.java,75
982,RecordSendTest.java,17
983,SenderTest.java,133
984,ConfigDefTest.java,35
985,JmxReporterTest.java,17
986,MetricsTest.java,44
987,HistogramTest.java,11
988,ProtocolSerializationTest.java,22
989,MemoryRecordsTest.java,43
990,RecordTest.java,9
991,AbstractIteratorTest.java,9
992,MockTime.java,18
993,MetricsBench.java,9
994,Microbenchmarks.java,8
995,MockSelector.java,24
996,TestUtils.java,68
997,RecordMetadata.java,17
998,FutureRecordMetadata.java,15
999,CorruptRecordException.java,8
1000,RecordTooLargeException.java,6
1001,PartitionerTest.java,9
1002,TopicDeletionManager.scala,37
1003,DeleteTopicTest.scala,69
1004,HEADER,2
1005,README-sbt.md,2
1006,build.gradle,437
1007,gradle.properties,56
1008,buildscript.gradle,5
1009,license.gradle,2
1010,gradle-wrapper.jar,4
1011,gradle-wrapper.properties,22
1012,gradlew,24
1013,settings.gradle,41
1014,MetadataRequest.java,33
1015,MetadataResponse.java,54
1016,ProducerSendTest.scala,21
1017,scala.gradle,8
1018,InvalidMetadataException.java,2
1019,RetriableException.java,7
1020,ProducerFailureHandlingTest.scala,58
1021,ProduceResponse.java,42
1022,ErrorLoggingCallback.java,6
1023,ConsumerMetadataRequest.scala,4
1024,ConsumerMetadataResponse.scala,12
1025,ConsumerCoordinatorNotAvailableException.scala,2
1026,NotCoordinatorForConsumerException.scala,2
1027,OffsetsLoadInProgressException.scala,2
1028,OffsetManager.scala,22
1029,TestOffsetManager.scala,19
1030,offset_management_test.py,3
1031,testcase_7001_properties.json,3
1032,kafka_server_1.properties,3
1033,kafka_server_2.properties,3
1034,kafka_server_3.properties,3
1035,kafka_server_4.properties,3
1036,zookeeper_0.properties,2
1037,testcase_7002_properties.json,3
1038,UncleanLeaderElectionTest.scala,49
1039,ReplicaManagerTest.scala,160
1040,ByteBufferInputStream.java,8
1041,ByteBufferOutputStream.java,9
1042,Compressor.java,15
1043,CrcTest.java,3
1044,ProducerCompressionTest.scala,28
1045,gradlew.bat,6
1046,doap_Kafka.rdf,4
1047,kafka-topics.bat,2
1048,DynamicConfigChangeTest.scala,56
1049,MetadataCache.scala,67
1050,BaseProducer.scala,5
1051,BrokerStates.scala,4
1052,MessageStreamsExistException.scala,3
1053,ConsumerConfig.java,96
1054,ConsumerRebalanceCallback.java,5
1055,ConsumerRecord.java,17
1056,ConsumerRecords.java,16
1057,KafkaConsumer.java,287
1058,MockConsumer.java,66
1059,OffsetMetadata.java,3
1060,ClientUtils.java,42
1061,ConsumerExampleTest.java,3
1062,ReplicationUtils.scala,18
1063,ReplicationUtilsTest.scala,22
1064,ClientRequest.java,20
1065,ClientResponse.java,7
1066,ClusterConnectionStates.java,35
1067,ConnectionState.java,7
1068,InFlightRequests.java,18
1069,KafkaClient.java,25
1070,NetworkClient.java,131
1071,NodeConnectionState.java,1
1072,ProduceRequest.java,43
1073,MockClient.java,81
1074,NetworkClientTest.java,75
1075,kafka-consumer-offset-checker.sh,3
1076,kafka-mirror-maker.sh,2
1077,kafka-replica-verification.sh,2
1078,kafka-consumer-offset-checker.bat,3
1079,kafka-consumer-perf-test.bat,2
1080,kafka-mirror-maker.bat,2
1081,kafka-preferred-replica-election.bat,3
1082,kafka-producer-perf-test.bat,3
1083,kafka-reassign-partitions.bat,2
1084,kafka-replay-log-producer.bat,3
1085,kafka-replica-verification.bat,2
1086,kafka-simple-consumer-shell.bat,3
1087,zookeeper-shell.bat,3
1088,CommandLineUtilsTest.scala,11
1089,AbstractRequestResponse.java,8
1090,ConsumerMetadataRequest.java,6
1091,ConsumerMetadataResponse.java,3
1092,FetchRequest.java,53
1093,FetchResponse.java,58
1094,HeartbeatRequest.java,24
1095,HeartbeatResponse.java,23
1096,JoinGroupRequest.java,34
1097,JoinGroupResponse.java,31
1098,ListOffsetRequest.java,34
1099,ListOffsetResponse.java,30
1100,OffsetCommitRequest.java,30
1101,OffsetCommitResponse.java,33
1102,OffsetFetchRequest.java,29
1103,OffsetFetchResponse.java,36
1104,CollectionUtils.java,8
1105,RequestResponseTest.java,229
1106,GenericRequestOrResponseAndHeader.scala,1
1107,HeartbeatRequestAndHeader.scala,3
1108,HeartbeatResponseAndHeader.scala,3
1109,JoinGroupRequestAndHeader.scala,3
1110,JoinGroupResponseAndHeader.scala,3
1111,GenericRequestAndHeader.scala,5
1112,GenericResponseAndHeader.scala,5
1113,TopicCommandTest.scala,43
1114,DelayedFetch.scala,42
1115,DelayedProduce.scala,25
1116,DelayedRequestKey.scala,2
1117,FetchDataInfo.scala,9
1118,FetchRequestPurgatory.scala,2
1119,LogOffsetMetadata.scala,10
1120,ProducerRequestPurgatory.scala,2
1121,InvalidTopicException.java,5
1122,PartitionAssignor.scala,16
1123,PartitionAssignorTest.scala,18
1124,ZooKeeperMainWrapper.scala,4
1125,ClientUtilsTest.java,24
1126,UtilsTest.java,40
1127,wrapper.gradle,4
1128,ServerStartupTest.scala,32
1129,ToolsUtils.scala,8
1130,RecordBatchTooLargeException.java,2
1131,MessageSetSizeTooLargeException.scala,2
1132,NotEnoughReplicasAfterAppendException.java,4
1133,NotEnoughReplicasException.java,3
1134,NotEnoughReplicasAfterAppendException.scala,2
1135,NotEnoughReplicasException.scala,2
1136,KafkaLZ4BlockInputStream.java,14
1137,KafkaLZ4BlockOutputStream.java,13
1138,testcase_15001_properties.json,2
1139,testcase_15002_properties.json,2
1140,testcase_15003_properties.json,2
1141,testcase_15004_properties.json,2
1142,testcase_15005_properties.json,2
1143,testcase_15006_properties.json,2
1144,testcase_10101_properties.json,2
1145,testcase_10102_properties.json,2
1146,testcase_10103_properties.json,2
1147,testcase_10104_properties.json,2
1148,testcase_10105_properties.json,2
1149,testcase_10106_properties.json,2
1150,testcase_10107_properties.json,2
1151,testcase_10108_properties.json,2
1152,testcase_10109_properties.json,2
1153,testcase_10110_properties.json,2
1154,testcase_10131_properties.json,2
1155,testcase_10132_properties.json,2
1156,testcase_10133_properties.json,2
1157,testcase_10134_properties.json,2
1158,topics.json,2
1159,ByteBoundedBlockingQueue.scala,3
1160,ByteBoundedBlockingQueueTest.scala,4
1161,AppInfo.scala,4
1162,MetricsTest.scala,71
1163,LogConfigTest.scala,35
1164,AbstractConfigTest.java,26
1165,DelayedOperation.scala,28
1166,DelayedOperationKey.scala,11
1167,DelayedOperationTest.scala,21
1168,Vagrantfile,16
1169,base.sh,50
1170,broker.sh,5
1171,zk.sh,5
1172,ConsumerRebalanceListener.java,20
1173,ByteArrayDeserializer.java,4
1174,ByteArraySerializer.java,4
1175,DeserializationException.java,2
1176,SerializationException.java,3
1177,DoublyLinkedList.scala,2
1178,StringDeserializer.java,6
1179,StringSerializer.java,6
1180,SerializationTest.java,17
1181,GenerateBrokerIdException.scala,1
1182,InconsistentBrokerIdException.scala,1
1183,LogCleanerManager.scala.orig,2
1184,BrokerMetadataCheckpoint.scala,16
1185,ServerGenerateBrokerIdTest.scala,23
1186,MetricName.java,11
1187,BrokerCompressionTest.scala,27
1188,CommonClientConfigs.java,43
1189,RequestCompletionHandler.java,4
1190,CommitType.java,3
1191,NoOffsetForPartitionException.java,5
1192,Heartbeat.java,17
1193,NoOpConsumerRebalanceCallback.java,2
1194,SubscriptionState.java,75
1195,MockConsumerTest.java,23
1196,SubscriptionStateTest.java,41
1197,ConsumerTest.scala,28
1198,IntegrationTestHarness.scala,54
1199,checkstyle.xml,22
1200,import-control.xml,153
1201,FakeMetricsReporter.java,3
1202,ConsumerCoordinator.scala,15
1203,ConsumerRegistry.scala,3
1204,DelayedHeartbeat.scala,15
1205,DelayedJoinGroup.scala,5
1206,DelayedRebalance.scala,6
1207,GroupRegistry.scala,3
1208,HeartbeatBucket.scala,2
1209,ConsumerGroupCommand.scala,86
1210,DeleteConsumerGroupTest.scala,14
1211,InvalidRequiredAcksException.java,2
1212,ProducerRecordTest.java,7
1213,kafka-consumer-groups.sh,2
1214,ZKPathTest.scala,16
1215,ConsoleProducerTest.scala,17
1216,InterruptException.java,3
1217,KafkaConfigConfigDefTest.scala,12
1218,Coordinator.java,43
1219,Fetcher.java,195
1220,CoordinatorTest.java,27
1221,FetcherTest.java,186
1222,HeartbeatTest.java,13
1223,NoOffsetsCommittedException.scala,2
1224,test-patch.py,3
1225,MessageWriter.scala,5
1226,MessageWriterTest.scala,5
1227,AbstractRequest.java,73
1228,TestPurgatoryPerformance.scala,10
1229,ConsumerBounceTest.scala,78
1230,FixedPortTestUtils.scala,4
1231,ProducerBounceTest.scala,20
1232,SecurityProtocol.java,11
1233,ApiVersion.scala,60
1234,BrokerEndPoint.scala,9
1235,EndPoint.scala,14
1236,BrokerEndPointNotAvailableException.scala,1
1237,BrokerEndPointTest.scala,18
1238,run_all.sh,2
1239,run_all_replica.sh,2
1240,testcase_to_run_all_replica.json,2
1241,CoreUtils.scala,38
1242,Timer.scala,10
1243,TimerTask.scala,4
1244,TimerTaskList.scala,8
1245,TimingWheel.scala,5
1246,TimerTaskListTest.scala,6
1247,TimerTest.scala,6
1248,IntegerDeserializer.java,4
1249,IntegerSerializer.java,3
1250,KafkaConsumerTest.java,154
1251,KafkaProducerTest.java,84
1252,MockMetricsReporter.java,6
1253,ConsumerRebalanceFailedException.scala,2
1254,MinIsrConfigTest.scala,11
1255,MockSerializer.java,5
1256,CoordinatorMetadata.scala,7
1257,Group.scala,1
1258,CoordinatorMetadataTest.scala,6
1259,GroupTest.scala,1
1260,ConsumerGroupMetadata.scala,3
1261,ConsumerMetadata.scala,3
1262,ConsumerGroupMetadataTest.scala,2
1263,DefaultPartitionerTest.java,10
1264,InvalidReceiveException.java,2
1265,MultiSend.java,5
1266,ResponseSend.java,3
1267,RequestOrResponseSend.scala,5
1268,ConsumerCoordinatorResponseTest.scala,9
1269,ConsumerWakeupException.java,1
1270,OffsetResetStrategy.java,3
1271,RequestFuture.java,12
1272,rat.gradle,7
1273,rat-output-to-html.xsl,1
1274,KafkaLog4jAppender.java,17
1275,KafkaLog4jAppenderTest.java,9
1276,MockKafkaLog4jAppender.java,5
1277,kafka-merge-pr.py,36
1278,ConsumerCommitCallback.java,1
1279,ConsumerNetworkClient.java,60
1280,DelayedTask.java,2
1281,DelayedTaskQueue.java,2
1282,NoAvailableBrokersException.java,2
1283,RequestFutureAdapter.java,2
1284,RequestFutureListener.java,2
1285,SendFailedException.java,2
1286,StaleMetadataException.java,3
1287,ConsumerCoordinatorNotAvailableException.java,1
1288,DisconnectException.java,3
1289,IllegalGenerationException.java,3
1290,NotCoordinatorForConsumerException.java,1
1291,OffsetLoadInProgressException.java,1
1292,UnknownConsumerIdException.java,2
1293,ConsumerNetworkClientTest.java,35
1294,DelayedTaskQueueTest.java,2
1295,RequestFutureTest.java,5
1296,TopicAlreadyMarkedForDeletionException.scala,1
1297,CONTRIBUTING.md,2
1298,kafka-verifiable-producer.sh,3
1299,EndToEndLatency.scala,19
1300,console_consumer.py,50
1301,performance.py,9
1302,kafka.properties,33
1303,verifiable_producer.py,37
1304,zookeeper.py,25
1305,benchmark_test.py,14
1306,kafka_test.py,2
1307,replication_test.py,24
1308,ThroughputThrottler.java,9
1309,VerifiableProducer.java,31
1310,aws-access-keys-commands,3
1311,aws-example-Vagrantfile.local,6
1312,aws-init.sh,8
1313,system-test-Vagrantfile.local,4
1314,kafka-configs.sh,2
1315,ConfigCommand.scala,70
1316,ConfigHandler.scala,46
1317,DynamicConfigManager.scala,24
1318,ConfigCommandTest.scala,51
1319,test_console_consumer.py,18
1320,console_consumer_log4j.properties,1
1321,ControllerFailoverTest.scala,25
1322,InterfaceStability.java,3
1323,copycat-standalone.sh,1
1324,copycat-console-sink.properties,1
1325,copycat-console-source.properties,1
1326,copycat-file-sink.properties,3
1327,copycat-file-source.properties,3
1328,copycat-log4j.properties,1
1329,copycat-standalone.properties,6
1330,Connector.java,12
1331,ConnectorContext.java,5
1332,CopycatRecord.java,2
1333,Task.java,53
1334,CopycatException.java,1
1335,SinkConnector.java,5
1336,SinkRecord.java,9
1337,SinkTask.java,14
1338,SinkTaskContext.java,13
1339,SourceConnector.java,7
1340,SourceRecord.java,11
1341,SourceTask.java,18
1342,SourceTaskContext.java,9
1343,Converter.java,10
1344,OffsetStorageReader.java,6
1345,ConnectorUtils.java,4
1346,ConnectorReconfigurationTest.java,11
1347,ConnectorUtilsTest.java,6
1348,DataRuntimeException.java,1
1349,DataTypeException.java,1
1350,ObjectProperties.java,2
1351,SchemaBuilder.java,19
1352,SchemaParseException.java,1
1353,FileStreamSinkConnector.java,9
1354,FileStreamSinkTask.java,13
1355,FileStreamSourceConnector.java,10
1356,FileStreamSourceTask.java,19
1357,FileStreamSinkConnectorTest.java,10
1358,FileStreamSinkTaskTest.java,9
1359,FileStreamSourceConnectorTest.java,10
1360,FileStreamSourceTaskTest.java,18
1361,JsonConverter.java,31
1362,JsonDeserializer.java,7
1363,JsonSchema.java,5
1364,JsonSerializer.java,7
1365,JsonConverterTest.java,25
1366,CopycatStandalone.java,5
1367,WorkerConfig.java,50
1368,ConnectorConfig.java,37
1369,Copycat.java,2
1370,Herder.java,24
1371,SinkTaskContextImpl.java,1
1372,SourceTaskOffsetCommitter.java,12
1373,Worker.java,82
1374,WorkerSinkTask.java,83
1375,WorkerSinkTaskThread.java,9
1376,WorkerSourceTask.java,72
1377,WorkerTask.java,33
1378,StandaloneConnectorContext.java,1
1379,StandaloneHerder.java,40
1380,FileOffsetBackingStore.java,11
1381,MemoryOffsetBackingStore.java,11
1382,OffsetBackingStore.java,7
1383,OffsetStorageReaderImpl.java,10
1384,OffsetStorageWriter.java,12
1385,ConnectorTaskId.java,8
1386,FutureCallback.java,6
1387,ShutdownableThread.java,4
1388,WorkerSinkTaskTest.java,72
1389,WorkerSourceTaskTest.java,68
1390,WorkerTest.java,62
1391,StandaloneHerderTest.java,39
1392,FileOffsetBackingStoreTest.java,13
1393,OffsetStorageWriterTest.java,14
1394,ShutdownableThreadTest.java,3
1395,TestBackgroundThreadExceptionHandler.java,3
1396,ThreadedTest.java,3
1397,ClientQuotaManager.scala,50
1398,ThrottledResponse.scala,3
1399,QuotasTest.scala,10
1400,ClientQuotaManagerTest.scala,33
1401,ThrottledResponseExpirationTest.scala,5
1402,SSLConfigs.java,4
1403,Authenticator.java,12
1404,ChannelBuilder.java,8
1405,DefaultAuthenticator.java,4
1406,KafkaChannel.java,32
1407,PlaintextChannelBuilder.java,19
1408,PlaintextTransportLayer.java,13
1409,SSLChannelBuilder.java,3
1410,SSLTransportLayer.java,6
1411,TransportLayer.java,15
1412,DefaultPrincipalBuilder.java,5
1413,KafkaPrincipal.java,10
1414,PrincipalBuilder.java,6
1415,SSLFactory.java,5
1416,EchoServer.java,10
1417,SSLSelectorTest.java,8
1418,SSLFactoryTest.java,2
1419,TestSSLUtils.java,2
1420,SSLConsumerTest.scala,8
1421,SSLProducerSendTest.scala,3
1422,BaseConsumer.scala,20
1423,ConsoleConsumerTest.scala,33
1424,AppInfoParser.java,12
1425,test_mirror_maker.py,3
1426,mirror_maker.py,15
1427,tools_log4j.properties,9
1428,StopReplicaRequest.java,23
1429,StopReplicaResponse.java,19
1430,NoOpConsumerRebalanceListener.java,3
1431,CopycatSchema.java,5
1432,SchemaAndValue.java,3
1433,DataException.java,3
1434,SchemaBuilderException.java,3
1435,CopycatSchemaTest.java,3
1436,FieldTest.java,4
1437,SchemaBuilderTest.java,12
1438,StructTest.java,14
1439,copycat.py,6
1440,copycat_test.py,5
1441,MANIFEST.in,2
1442,StringConverter.java,4
1443,StringConverterTest.java,7
1444,OffsetUtils.java,7
1445,ManualMetadataUpdater.java,9
1446,MetadataUpdater.java,11
1447,BrokerNotAvailableException.java,2
1448,ControllerMovedException.java,2
1449,ChannelBuilders.java,27
1450,ControlledShutdownRequest.java,22
1451,ControlledShutdownResponse.java,18
1452,LeaderAndIsrRequest.java,32
1453,LeaderAndIsrResponse.java,21
1454,UpdateMetadataRequest.java,33
1455,UpdateMetadataResponse.java,14
1456,NetworkClientBlockingOps.scala,12
1457,KafkaPrincipalTest.java,4
1458,AuthorizationException.scala,4
1459,Acl.scala,10
1460,Authorizer.scala,11
1461,Operation.scala,11
1462,PermissionType.scala,9
1463,Resource.scala,15
1464,ResourceType.scala,18
1465,AclTest.scala,6
1466,OperationTest.scala,10
1467,PermissionTypeTest.scala,11
1468,ResourceTypeTest.scala,11
1469,consumer_performance.py,15
1470,end_to_end_latency.py,13
1471,producer_performance.py,20
1472,OffsetCommitCallback.java,9
1473,BaseTopicMetadataTest.scala,11
1474,PlaintextTopicMetadataTest.scala,3
1475,SslTopicMetadataTest.scala,3
1476,BaseReplicaFetchTest.scala,8
1477,PlaintextReplicaFetchTest.scala,3
1478,SslReplicaFetchTest.scala,3
1479,bootstrap-test-env.sh,5
1480,package-base-box.sh,1
1481,ZkNodeChangeNotificationListener.scala,22
1482,SimpleAclAuthorizer.scala,56
1483,ZkNodeChangeNotificationListenerTest.scala,19
1484,SimpleAclAuthorizerTest.scala,35
1485,OffsetAndMetadata.java,7
1486,copycat-distributed.sh,1
1487,copycat-distributed.properties,7
1488,CopycatDistributed.java,5
1489,KafkaOffsetBackingStore.java,22
1490,ConvertingFutureCallback.java,5
1491,KafkaOffsetBackingStoreTest.java,23
1492,ByteArrayProducerRecordEquals.java,4
1493,TestFuture.java,5
1494,copycat_distributed_test.py,4
1495,LongDeserializer.java,4
1496,LongSerializer.java,3
1497,KafkaStreaming.java,4
1498,StreamingConfig.java,9
1499,KStreamJob.java,6
1500,ProcessorJob.java,7
1501,WallclockTimestampExtractor.java,11
1502,KStream.java,121
1503,KStreamBuilder.java,43
1504,KStreamWindowed.java,1
1505,KeyValue.java,10
1506,KeyValueMapper.java,13
1507,Predicate.java,13
1508,SlidingWindowDef.java,2
1509,ValueJoiner.java,11
1510,ValueMapper.java,11
1511,Window.java,19
1512,WindowDef.java,1
1513,FilteredIterator.java,2
1514,KStreamBranch.java,7
1515,KStreamFilter.java,8
1516,KStreamFlatMap.java,10
1517,KStreamFlatMapValues.java,10
1518,KStreamImpl.java,134
1519,KStreamJoin.java,5
1520,KStreamMap.java,10
1521,KStreamMapValues.java,9
1522,KStreamPassThrough.java,6
1523,KStreamWindow.java,3
